first_name,last_name,dob,company_id,last_active,score,member_since,state
Douglas,Garcia,1/8/1981,1,5/12/2018,50,1980,GA
Eric,Armstrong,7/29/1989,18,7/24/2018,31,2003,MI
Gregory,Martin,5/24/1978,20,12/20/2018,63,1995,OH
Earl,Robinson,3/8/1962,8,4/3/2018,71,1986,VT
Nathan,Hooper,10/22/1969,13,10/25/2018,53,1981,VA
Sarah,Garcia,6/9/1990,10,2/5/2018,61,2013,IN
John,Meyer,8/23/1988,14,9/17/2018,31,1976,AZ
Linda,Montoya,4/3/1987,20,7/4/2018,91,1984,NM
Jennifer,Wells,12/20/1963,8,3/1/2018,71,2010,PA
Jenny,Berry,4/29/1965,16,10/14/2018,41,2018,ND
Julie,Ward,6/27/1995,8,7/16/2018,33,2011,UT
Doris,Wright,11/8/1981,6,12/3/2018,42,2014,WV
Kathleen,Dean,6/10/1995,12,12/1/2018,78,1998,VA
Heidi,Wells,9/21/1993,13,2/10/2018,44,1995,HI
Robert,Smith,10/1/1992,13,12/7/2018,64,2013,NH
Jeremy,Murphy,6/20/1996,0,1/4/2019,71,2009,AL
Jonathon,Thomas,8/15/1998,3,2/13/2018,90,1999,HI
Linda,Edwards,6/16/1974,10,9/11/2018,34,2000,NV
Laura,Patterson,10/23/1959,3,5/13/2018,71,1986,MT
Keith,Lopez,9/9/1962,11,7/22/2018,96,1989,MT
Joshua,Newton,5/19/1977,11,8/7/2018,71,2010,AL
Kristen,Cooper,3/17/1959,17,11/30/2018,91,1980,AL
Scott,Weber,7/30/1977,4,4/13/2018,43,1989,KY
Valerie,Marshall,1/17/1969,16,6/12/2018,59,2005,SD
Ian,Orr,9/20/1968,15,7/27/2018,56,2012,IN
Richard,Webb,9/11/1984,2,4/27/2018,41,2010,AL
Hailey,Nielsen,5/11/1988,19,1/13/2018,87,2018,LA
Bailey,Buchanan,8/20/1960,0,12/10/2018,96,1984,NE
Jennifer,Spencer,5/1/1974,12,1/2/2019,99,2004,OK
Ellen,Cooper,8/28/1970,3,1/18/2018,75,2008,MS
Amanda,Rivera,5/21/1976,6,10/12/2018,87,2009,NE
Richard,Watson,6/11/1978,7,5/20/2018,71,2007,AR
James,Jones,6/9/1997,3,4/25/2018,38,1974,VT
Tina,Davila,10/27/1995,18,12/8/2018,57,2000,RI
Charles,Jones,4/15/1985,19,10/3/2018,73,1992,RI
Ethan,Sanchez,7/28/1971,3,11/13/2018,61,1994,GA
Sharon,Wilkinson,3/4/1992,14,4/20/2018,49,2001,VT
Shawn,Graves,2/28/1995,11,9/16/2018,94,1979,NE
Mark,Gilmore,9/19/1986,5,1/11/2018,80,1992,OK
Norman,Wells,6/25/1988,11,8/25/2018,62,1978,MD
John,Cohen,2/24/1965,8,11/21/2018,31,1983,WV
Caitlin,Mack,4/27/1992,8,6/20/2018,36,1993,UT
Nathaniel,Wells,1/5/1994,20,3/17/2018,31,1995,LA
Crystal,Harris,6/15/1980,15,3/3/2018,68,1988,MA
Ashley,Todd,12/13/1964,9,1/23/2018,62,2009,MT
Joseph,Howard,5/25/1969,6,6/23/2018,36,1995,AL
Laura,Clark,10/27/1981,8,10/12/2018,91,1982,TX
Michael,Lam,3/14/1978,6,5/24/2018,75,1970,HI
Virginia,Gibbs,8/16/1959,13,3/29/2018,98,2007,VT
Tyler,Gray,7/24/1971,2,1/13/2018,78,1991,DC
Michael,Turner,4/4/1993,8,10/9/2018,71,1996,NJ
Emily,Parker,9/21/1998,19,7/8/2018,92,2007,WA
Nichole,Flores,12/16/1987,19,10/27/2018,89,2013,SD
Laura,Nash,7/20/1990,2,6/29/2018,81,1970,OK
Robert,Reid,8/20/1996,15,6/2/2018,63,2013,LA
Carrie,Walker,10/21/1994,15,7/6/2018,43,2000,NV
Carla,Mitchell,1/21/1972,12,7/6/2018,65,1971,AL
Catherine,Smith,12/30/1959,0,4/20/2018,65,2014,DE
Hunter,Malone,4/16/1967,12,2/11/2018,92,1974,ID
Loretta,Medina,1/2/1973,18,2/14/2018,32,1990,AZ
Joseph,Taylor,11/24/1988,8,4/18/2018,74,1983,ND
Kenneth,White,4/15/1970,4,2/19/2018,72,1979,SC
Mark,Greene,8/31/1980,18,10/19/2018,37,1974,LA
Joshua,Wright,12/19/1961,11,1/1/2019,84,1973,DE
Stephanie,Smith,8/9/1982,11,9/17/2018,88,1985,TN
Ronald,Ramos,11/29/1978,4,12/3/2018,96,2014,IN
Michael,Guerrero,1/27/1977,11,2/10/2018,41,1991,AL
Roy,Jacobs,3/4/1965,2,11/22/2018,65,1989,OR
Amanda,Robinson,10/19/1995,5,11/29/2018,77,1970,LA
Alex,Sexton,9/16/1965,12,5/15/2018,61,1999,IL
Benjamin,Henson,12/25/1978,6,1/1/2019,59,2015,MS
Edward,Taylor,9/13/1969,18,7/18/2018,43,1989,SC
Amanda,Kennedy,8/8/1990,14,3/19/2018,85,1985,WA
Kathy,Mccarthy,11/5/1967,0,8/27/2018,96,1990,CA
Margaret,Snyder,10/25/1980,3,2/5/2018,71,2005,NH
Candace,May,5/23/1968,6,7/20/2018,51,1986,AZ
Erin,Sanchez,10/4/1968,7,9/15/2018,97,2012,MA
Sherry,Weaver,6/9/1962,12,10/1/2018,54,1971,NY
Kristi,Cowan,10/3/1961,0,5/5/2018,71,1991,OH
Michael,Allen,8/11/1974,0,2/7/2018,90,1993,IN
Kelly,Thornton,8/18/1995,11,4/18/2018,83,2012,MO
Jamie,Phillips,10/4/1968,7,2/24/2018,53,1976,LA
James,Jones,12/18/1971,3,6/25/2018,47,1999,MT
Erik,Griffin,6/12/1959,2,7/2/2018,81,2003,MO
Sarah,Parker,2/6/1997,5,9/9/2018,60,1981,RI
Jonathan,Green,1/25/1959,5,4/19/2018,34,1981,VT
Roger,Kaiser,3/16/1969,0,4/25/2018,57,2008,ID
Sharon,Wilson,1/6/1960,2,11/8/2018,61,2002,CT
Joshua,Young,4/15/1959,9,11/28/2018,84,1992,ND
Travis,Wright,1/12/1988,20,9/8/2018,39,2013,MI
Tony,Price,11/20/1966,6,2/5/2018,46,2000,ID
Allen,Ingram,7/31/1960,8,2/22/2018,81,2016,DE
Lisa,Koch,9/25/1963,18,2/28/2018,61,1989,DC
Richard,Cisneros,8/5/1984,5,9/13/2018,42,1994,DC
Alexander,Vaughn,6/9/1959,1,2/25/2018,85,1970,KY
Thomas,Williams,11/14/1959,19,8/7/2018,35,2008,AL
Nicole,Aguilar,5/19/1982,13,9/13/2018,64,2009,CA
Patricia,Taylor,12/20/1964,14,12/19/2018,80,1971,LA
Robert,Hopkins,9/12/1979,19,8/20/2018,30,2017,WI
Pam,Phillips,7/22/1988,15,8/19/2018,43,2006,AL
Cynthia,King,8/1/1985,5,3/14/2018,59,1998,AK
Kayla,Larson,1/20/1969,20,1/20/2018,36,1999,VT
Richard,Payne,7/25/1989,6,2/7/2018,43,1989,OK
Shirley,Zimmerman,11/16/1979,14,12/23/2018,37,1974,TX
Robert,Monroe,3/27/1990,10,10/19/2018,66,1994,RI
Shannon,Wallace,12/11/1966,15,6/18/2018,39,1974,WY
Ruth,Warren,4/11/1983,18,7/2/2018,61,2007,DC
Susan,Stark,1/5/1972,0,6/22/2018,46,1981,IN
Katelyn,Bauer,12/19/1962,7,9/5/2018,34,1976,ND
Ruth,Valdez,2/15/1987,12,12/16/2018,54,1986,NM
Mason,Frazier,5/22/1973,19,6/18/2018,35,1984,NC
Marie,Blankenship,3/22/1972,5,7/4/2018,95,1983,NM
David,Ward,7/9/1972,2,10/21/2018,98,1981,MD
Stephanie,Farrell,8/29/1989,15,10/19/2018,89,1990,WY
Justin,Stewart,10/9/1988,0,1/21/2018,79,1987,RI
Brandon,Gonzalez,11/25/1964,13,2/2/2018,39,2014,AK
Vanessa,Hubbard,12/14/1977,15,7/24/2018,94,1984,MI
Brenda,Gilbert,12/23/1960,14,1/9/2019,32,2018,PA
Lance,Palmer,3/20/1991,15,12/17/2018,45,2003,NE
Daniel,Evans,11/14/1959,16,3/10/2018,42,1997,CA
Sheila,Fisher,10/9/1998,18,2/23/2018,80,1988,RI
Kara,Zimmerman,1/18/1969,10,9/6/2018,59,1995,CA
Ronald,Johns,1/30/1971,8,8/16/2018,53,1994,VT
Jennifer,Sanchez,8/29/1985,7,5/30/2018,41,1982,WA
John,Stark,8/13/1983,8,1/24/2018,72,1970,OK
Kevin,Bryan,11/5/1972,8,12/19/2018,69,1974,NE
Alicia,Watts,8/23/1983,8,1/24/2018,88,1985,WI
Shelly,Morse,1/22/1988,16,5/2/2018,56,1991,MI
Shannon,Cabrera,5/27/1959,11,9/9/2018,74,1975,NJ
Jeffrey,Diaz,7/2/1979,14,5/16/2018,50,2005,RI
Joshua,Anderson,11/25/1985,6,1/3/2019,35,2008,KY
Richard,Barajas,12/21/1995,8,6/18/2018,66,2013,MN
Shelly,Bradford,3/9/1998,5,11/12/2018,48,1973,CA
Nicholas,Mejia,10/7/1973,1,9/6/2018,53,2011,SD
Bonnie,Livingston,9/27/1977,20,1/23/2018,89,1997,KY
Gregory,Cruz,7/18/1986,11,11/27/2018,85,2000,VT
Natasha,Vega,12/27/1977,19,2/16/2018,41,1999,PA
Lauren,Flores,3/27/1984,10,7/26/2018,70,2000,NY
Catherine,Yates,9/18/1960,4,11/25/2018,89,1986,IL
Yolanda,Hansen,8/12/1990,17,8/11/2018,98,1996,DE
Marie,Armstrong,7/25/1982,14,1/9/2018,47,1989,NH
Samuel,Bryant,3/8/1977,16,9/25/2018,66,2018,SD
Eddie,Bailey,8/19/1974,8,4/16/2018,99,1985,KY
Shelley,Taylor,9/2/1985,1,9/21/2018,85,1986,WY
Jonathan,Baldwin,11/30/1983,7,4/5/2018,91,1975,DC
Antonio,Rodriguez,1/12/1982,5,10/15/2018,51,2012,OR
Andrew,Garrett,5/9/1993,9,4/16/2018,45,1995,MT
Katie,Montgomery,3/28/1966,18,12/22/2018,79,2012,NE
Judy,White,7/8/1978,12,3/11/2018,39,2013,KS
Patricia,Lucero,1/29/1970,1,8/19/2018,71,1978,HI
Elizabeth,Rice,12/11/1987,7,2/16/2018,62,1999,NC
Brooke,Key,10/22/1984,13,8/9/2018,49,1981,MD
Morgan,Ruiz,12/9/1998,17,6/10/2018,30,1977,NE
Sonia,Fry,7/5/1969,17,6/23/2018,95,2006,MA
Tony,Elliott,1/11/1966,0,3/15/2018,78,2014,SD
Erica,Smith,10/16/1982,15,9/4/2018,63,1999,WV
John,Brown,12/21/1991,2,10/4/2018,67,1993,OR
Randy,Rodriguez,5/31/1996,5,12/21/2018,99,2005,CA
Timothy,Mullins,9/16/1969,19,3/21/2018,55,2014,AZ
Thomas,Clarke,12/15/1986,20,8/17/2018,67,1989,VT
Natasha,Smith,7/8/1997,9,10/31/2018,74,1980,LA
Amanda,Martin,6/7/1960,3,8/19/2018,32,2005,NV
Michael,Campbell,9/19/1971,20,4/29/2018,45,2018,TX
Sandra,Boyd,1/11/1963,16,4/8/2018,86,2004,AZ
Julia,Fitzgerald,8/7/1961,17,12/14/2018,67,2009,ND
Karen,Guzman,10/17/1986,5,12/24/2018,92,1975,ME
Joseph,Warren,3/29/1974,1,6/5/2018,63,2012,NJ
Shannon,Taylor,3/25/1991,19,5/19/2018,94,1979,WV
Matthew,Murphy,1/16/1983,15,6/10/2018,48,1971,WI
Jonathan,Johnson,7/18/1970,12,8/5/2018,75,1970,TN
Kevin,Jones,12/18/1966,3,11/30/2018,39,1995,WV
Eric,Taylor,5/23/1960,5,6/25/2018,53,1978,MO
Christian,Meyer,7/27/1972,0,7/17/2018,91,2008,TN
Carolyn,Lee,12/26/1981,0,12/3/2018,66,1975,AK
Jennifer,Anderson,7/5/1982,7,6/1/2018,85,1973,NE
Brandon,Cox,8/30/1998,8,7/8/2018,31,2011,SD
Ernest,Jenkins,8/25/1959,10,7/10/2018,94,2002,NJ
Tara,Jones,1/12/1994,10,4/29/2018,52,1984,NV
Dominic,Adams,7/21/1973,7,2/10/2018,87,2009,IN
Miguel,Beck,2/6/1984,7,12/17/2018,51,2011,NJ
Heather,Evans,6/25/1989,8,4/15/2018,75,1994,DE
Rebecca,Jones,2/15/1967,7,7/18/2018,81,2001,WY
Ryan,Mullins,4/6/1989,0,6/29/2018,46,1973,KS
Annette,Hebert,2/27/1973,14,7/16/2018,51,2004,TN
Deborah,Morris,10/11/1991,8,4/1/2018,56,1985,LA
Thomas,Frey,4/16/1987,5,7/13/2018,87,1997,MI
Dawn,Nolan,8/28/1963,2,6/2/2018,44,1998,NJ
Christopher,Gardner,7/30/1989,11,9/11/2018,53,2001,OK
Sheila,Peters,1/9/1969,1,12/8/2018,83,1998,CT
Timothy,Harris,10/7/1979,17,8/3/2018,35,1974,SC
Amanda,Leonard,6/26/1992,6,8/12/2018,38,1999,NY
Crystal,Howell,11/16/1990,17,2/3/2018,90,2001,WI
Michael,Smith,1/8/1973,20,5/22/2018,76,1989,WV
Jeffrey,Wolf,8/31/1970,15,6/4/2018,85,1995,KY
Kelli,Garrett,11/8/1992,19,9/12/2018,44,1970,PA
Carrie,Oliver,9/2/1997,17,1/21/2018,94,1996,AZ
Eric,Moore,2/19/1972,13,10/4/2018,63,2013,KY
Alex,Graves,11/7/1986,16,6/16/2018,75,2015,MD
Connor,Cruz,4/18/1962,2,9/6/2018,65,1975,DE
Anna,Williams,1/14/1998,9,11/26/2018,65,1994,WV
Jamie,Anderson,2/16/1962,6,8/15/2018,89,2005,UT
John,Silva,6/11/1976,6,8/21/2018,39,1982,OK
Danny,Baker,2/14/1996,10,1/19/2018,98,2005,NH
Matthew,Oneill,7/4/1964,5,10/30/2018,86,2006,OH
Shannon,Wheeler,12/31/1977,3,1/2/2019,66,1999,DE
Michelle,Perez,3/30/1975,9,6/25/2018,38,1986,TN
Jacob,Cook,2/17/1965,10,6/2/2018,93,2009,DE
Kirk,Allen,11/5/1998,4,8/29/2018,75,1992,WV
Corey,Lyons,10/6/1959,10,3/20/2018,67,1979,TX
John,Barton,11/17/1987,6,12/21/2018,37,2008,NJ
April,Gross,1/24/1978,1,12/10/2018,98,2001,SC
Jessica,Smith,5/16/1964,0,9/20/2018,83,2009,MS
Melissa,Rowe,1/31/1986,6,5/29/2018,31,2006,VT
Deborah,Mcconnell,4/18/1963,19,12/31/2018,39,1974,WI
Robert,Rodriguez,4/19/1969,3,11/25/2018,39,1995,SD
Peter,Wilson,7/17/1979,8,10/1/2018,85,1999,CA
Anna,Miranda,7/6/1966,6,1/24/2018,82,1994,VT
Jennifer,Andrade,3/14/1984,4,9/27/2018,66,2015,IL
Marcus,Wilson,1/21/1975,7,11/17/2018,33,2010,KS
Rebecca,Kim,9/16/1974,9,3/23/2018,54,2014,KS
Alejandro,Coleman,1/23/1959,0,5/25/2018,64,1983,PA
Jill,Copeland,11/27/1990,3,12/27/2018,77,2010,KY
Elizabeth,Smith,11/17/1979,0,10/4/2018,55,1998,MN
Chad,Knox,3/20/1976,5,10/24/2018,91,1973,MT
Jason,Green,8/13/1963,13,9/3/2018,46,2014,CT
Luis,Simpson,6/17/1986,19,5/22/2018,70,2010,KY
Javier,Wheeler,11/17/1984,4,7/7/2018,88,1970,NV
Eugene,Reed,5/3/1985,20,6/18/2018,52,1983,UT
Joshua,Michael,11/7/1978,2,8/6/2018,63,1971,WI
Lauren,Medina,4/2/1970,5,7/26/2018,92,1972,WI
Samuel,Koch,9/7/1969,12,2/27/2018,95,1988,WY
Zachary,Morrison,4/12/1970,10,12/8/2018,74,1984,NM
Andrew,Bautista,11/25/1994,18,10/29/2018,70,1987,WV
Anthony,Cochran,2/26/1971,18,7/9/2018,44,1972,OK
Robert,Murphy,5/22/1979,10,2/11/2018,90,1980,AZ
Tracy,Smith,11/14/1969,0,10/19/2018,37,2002,MI
Richard,Marshall,6/21/1996,18,11/16/2018,65,1972,MI
Catherine,Thomas,1/7/1972,18,5/6/2018,52,2001,MD
Alison,Joseph,3/13/1995,2,4/25/2018,84,1991,GA
Rhonda,Flores,5/28/1992,11,4/7/2018,70,1989,DC
Natalie,Armstrong,3/13/1962,12,11/9/2018,82,1991,CA
Cody,Atkinson,11/24/1995,0,10/17/2018,32,1984,AZ
Jose,Pearson,7/8/1965,3,9/1/2018,82,2001,MD
Lisa,Rodriguez,7/13/1998,16,4/10/2018,66,1994,FL
Andrea,Kelly,2/14/1979,7,1/26/2018,93,1994,GA
Lisa,Ellis,8/20/1971,9,8/11/2018,64,1990,TN
Edward,Williams,8/30/1989,13,10/12/2018,95,1993,MS
Allison,Thornton,3/21/1963,13,8/14/2018,72,1972,MI
Timothy,Johnson,1/10/1980,0,10/5/2018,81,1979,MT
Cassandra,Figueroa,8/8/1970,6,11/7/2018,58,1998,UT
Michael,Perez,12/11/1991,3,8/24/2018,98,1974,NH
Jacqueline,Allen,3/27/1980,16,7/31/2018,75,1972,MN
Alexander,Olson,4/8/1974,4,6/27/2018,72,2003,SD
Michael,Wilson,8/25/1988,9,9/9/2018,31,1976,IL
Christopher,Sanford,8/5/1965,18,5/8/2018,39,1991,OR
Stacy,Taylor,2/1/1995,7,2/7/2018,91,1991,DE
Seth,Hayden,4/22/1983,18,5/29/2018,55,1982,DE
Amanda,Parker,10/28/1974,1,2/13/2018,38,2003,ND
Martha,Waller,9/26/1997,9,5/18/2018,84,2003,NV
Daniel,Martin,2/20/1969,16,1/10/2018,73,2014,NJ
Andre,Rodriguez,7/18/1985,5,2/5/2018,71,1988,OH
Jason,Gonzalez,12/2/1997,19,2/19/2018,30,2001,MN
Sandra,Richardson,1/24/1971,1,9/29/2018,85,1997,ND
Jason,Hardy,3/7/1991,11,3/21/2018,45,1990,RI
Jocelyn,Murphy,10/31/1975,12,1/22/2018,96,1970,IA
Henry,Walters,2/28/1990,5,5/20/2018,94,1988,NH
Robert,Cortez,8/30/1988,10,1/30/2018,39,2003,TN
Angela,Shaw,8/5/1995,5,11/24/2018,38,1970,WV
George,Evans,2/4/1992,15,12/7/2018,99,1988,AL
Kathleen,Robbins,12/10/1973,12,1/13/2018,68,1996,CO
Anthony,Reynolds,8/23/1973,18,12/4/2018,74,1983,KY
Jason,Vasquez,12/31/1961,13,1/22/2018,64,1992,FL
Joel,Moore,12/7/1990,1,7/22/2018,62,1976,WA
Thomas,Williamson,7/23/1962,1,10/10/2018,32,1973,KY
Wendy,Hall,10/30/1970,16,6/18/2018,56,2018,KY
Jason,Newton,10/15/1962,0,6/11/2018,62,1992,TX
April,Garcia,1/16/1970,2,4/12/2018,39,2003,NC
Anthony,Crawford,1/12/1992,14,3/27/2018,50,1993,NV
Jessica,Phelps,3/29/1970,6,5/22/2018,42,2009,NY
Charles,White,4/18/1981,4,8/3/2018,70,1996,AL
John,Cunningham,9/3/1979,1,11/29/2018,82,2001,ID
Jennifer,Fritz,8/11/1970,14,1/11/2018,85,1994,ND
Elizabeth,Miller,4/29/1968,2,3/10/2018,89,1995,IA
Nicole,Johnston,4/9/1964,6,5/14/2018,58,1972,MO
Adrian,Gross,3/31/1998,17,11/1/2018,51,1981,IN
Melissa,Miller,8/23/1969,12,12/13/2018,41,1971,AR
Jill,Lane,5/29/1983,1,2/14/2018,39,1982,HI
Timothy,Davidson,7/22/1964,0,3/13/2018,36,1986,NE
Jodi,Hunter,6/3/1983,15,3/7/2018,54,1990,NV
Julia,Wade,9/21/1989,14,3/18/2018,69,1990,GA
Mary,Travis,2/3/1995,3,6/24/2018,50,1991,VA
Melissa,Davis,10/13/1991,5,5/2/2018,81,2012,PA
Lisa,Morales,7/9/1986,0,1/20/2018,98,2016,NM
Alexander,Eaton,3/19/1975,9,6/21/2018,88,1971,NE
Charles,Williams,4/14/1998,13,10/12/2018,71,1977,ND
Lindsey,Jones,4/30/1986,4,12/25/2018,91,2010,IA
Emma,Reed,1/19/1970,9,11/9/2018,39,1989,RI
Andrew,Bates,9/14/1977,19,3/1/2018,99,1991,DC
Dakota,Hunter,2/8/1973,12,2/14/2018,35,1972,AR
Jordan,Hall,9/7/1988,18,2/2/2018,36,1971,TN
Shawn,Miranda,3/15/1962,5,9/29/2018,43,2004,UT
Caroline,Booth,12/7/1991,0,8/17/2018,35,2014,AL
Jacob,Hill,8/19/1998,14,7/9/2018,52,1990,IA
Lori,Zamora,6/16/1995,19,9/15/2018,47,1991,MN
Nicole,Walker,12/20/1989,6,6/11/2018,97,1988,TX
Jamie,Rodriguez,4/23/1981,12,4/18/2018,79,1975,NV
Teresa,Stephenson,2/21/1975,1,4/9/2018,49,1999,NE
Raymond,Johnson,3/2/1961,4,6/25/2018,70,2002,KY
William,Summers,11/20/1997,5,12/30/2018,90,1978,NE
Susan,Miller,9/17/1969,0,11/27/2018,64,1985,WA
Jonathan,Hancock,12/13/1976,9,12/21/2018,91,2017,UT
David,Nelson,11/29/1973,13,2/6/2018,96,1985,NV
Phillip,Reynolds,8/11/1960,19,4/22/2018,55,1993,MA
Jesse,Stevens,12/27/1986,20,4/4/2018,85,1983,HI
Jasmine,Wilson,3/28/1988,11,9/12/2018,50,2017,AR
Emily,Noble,2/23/1975,8,1/29/2018,49,2018,MI
Michael,Michael,8/27/1995,2,9/25/2018,72,2004,CO
Jacob,Velasquez,8/25/1982,20,7/13/2018,67,1992,AR
Christopher,Munoz,2/27/1983,20,12/31/2018,89,1975,IL
Benjamin,Garcia,8/2/1966,20,10/23/2018,43,2012,AZ
Heather,Miller,12/31/1969,0,1/31/2018,57,1995,PA
Rebecca,Hull,7/7/1975,13,6/13/2018,56,2004,SD
Sean,Barker,8/31/1962,6,9/19/2018,79,2013,DC
Brian,Lewis,2/25/1962,9,8/7/2018,38,1985,SC
Joseph,Martin,11/2/1988,16,2/23/2018,93,1972,CA
Jessica,Miller,2/23/1961,1,4/30/2018,47,2011,OK
David,Adams,3/6/1989,4,10/13/2018,41,1996,LA
Toni,Simpson,6/24/1965,17,4/14/2018,85,2010,MN
Amy,Clark,3/12/1975,3,8/9/2018,61,2007,CA
Sandy,Wood,6/15/1979,4,3/23/2018,46,2013,KY
Stephen,Frank,10/15/1986,7,12/22/2018,38,2011,IN
Scott,Stein,7/11/1979,18,2/16/2018,82,2000,NJ
Steven,Brown,1/14/1987,12,5/8/2018,79,1988,WY
Brent,Price,4/23/1983,1,11/21/2018,85,2015,WV
Phillip,Schwartz,4/14/1993,14,4/10/2018,59,1970,AK
Karen,Gonzalez,5/27/1986,3,2/25/2018,40,1979,MI
Sydney,Miller,11/10/1960,11,8/22/2018,78,2014,TX
David,Wilson,1/31/1967,12,10/28/2018,33,1993,LA
Daniel,Ruiz,1/19/1990,12,8/24/2018,33,1999,VT
Krista,Knight,2/12/1966,7,1/21/2018,36,2008,NC
Cody,Wang,8/21/1973,7,11/5/2018,36,2010,GA
Alan,Bowen,4/15/1971,18,2/26/2018,86,2003,NH
Andrea,Morales,11/16/1983,9,2/8/2018,40,1996,IL
Patricia,Mitchell,5/17/1993,3,11/28/2018,71,1976,VA
Shawn,Phillips,6/26/1997,3,6/1/2018,61,1980,NV
Deanna,Murphy,3/24/1994,15,12/16/2018,76,2001,FL
Hannah,Brown,11/12/1977,15,8/25/2018,38,1973,MT
Alan,Adams,10/12/1980,20,10/10/2018,40,1983,ID
Rachael,Powell,2/8/1968,1,2/17/2018,71,2014,MT
Brian,Gilbert,11/9/1990,17,12/6/2018,86,2002,AZ
Jared,Hill,8/9/1983,1,9/6/2018,59,1978,WY
James,Arellano,3/30/1967,18,1/10/2018,75,1996,TN
Carla,Cook,1/4/1966,1,9/26/2018,64,2007,OR
Autumn,Cruz,11/2/1989,12,6/16/2018,40,2007,GA
Mark,Hodge,3/30/1959,9,3/18/2018,93,1980,TX
Betty,Farrell,1/31/1976,14,12/30/2018,55,1980,MI
Ashley,Thomas,4/19/1963,12,3/24/2018,38,1979,MA
Denise,Patterson,6/3/1991,13,3/27/2018,39,2015,LA
Lauren,Hale,6/25/1968,11,2/28/2018,81,1988,NV
Sarah,Barnes,9/25/1963,12,7/5/2018,68,2003,AZ
Tracy,Reyes,5/1/1970,3,4/11/2018,78,1988,NM
Katherine,Avery,2/20/1966,5,8/21/2018,78,1976,IL
Richard,Cooper,3/18/1995,17,3/7/2018,74,2018,NE
James,Gomez,12/6/1995,12,3/5/2018,93,1983,AZ
Daniel,Calhoun,11/16/1975,18,9/7/2018,83,1980,MD
William,Pruitt,2/11/1969,17,12/5/2018,57,1971,GA
Tara,Gordon,10/11/1970,18,4/24/2018,89,1997,IA
David,Russell,10/20/1960,10,11/15/2018,83,2016,KS
Lindsay,Mendoza,10/15/1992,0,3/8/2018,70,1981,MD
Hannah,Harmon,5/20/1987,0,1/29/2018,49,1990,DE
Adrienne,Bell,9/18/1965,20,5/31/2018,60,2009,DE
Melvin,Fleming,2/10/1982,20,7/29/2018,65,1981,WV
Jessica,Adams,9/18/1972,15,7/10/2018,89,1970,FL
Benjamin,Ellis,10/6/1981,8,7/10/2018,83,1988,NY
Samantha,Snyder,8/12/1992,15,6/9/2018,66,2002,GA
Katherine,George,10/14/1997,8,12/17/2018,59,1997,NC
Colton,Curtis,6/20/1973,2,11/15/2018,85,2007,NE
Miranda,Hobbs,7/25/1975,6,2/2/2018,56,1985,MT
Mark,Lee,11/25/1995,2,7/18/2018,88,1985,WV
Karen,Moore,2/2/1992,16,9/19/2018,84,2014,UT
Bethany,Williamson,3/31/1961,20,5/27/2018,55,1974,NC
Ashley,Hobbs,10/4/1965,12,4/4/2018,60,1974,KS
Russell,Wall,2/26/1963,4,6/10/2018,50,2018,IN
Joel,Simmons,2/2/1961,2,4/29/2018,77,1987,NM
David,Hahn,9/7/1969,13,1/2/2019,33,1979,HI
Johnathan,Church,1/29/1976,20,12/8/2018,79,1999,WI
Kelly,Gill,11/22/1992,11,3/18/2018,51,2014,MI
Christine,Duke,1/11/1979,5,3/9/2018,86,2018,IN
Craig,Oliver,1/2/1995,15,1/14/2018,60,1989,HI
Michael,Phillips,9/11/1975,3,10/26/2018,94,2009,AZ
Richard,Hansen,10/20/1992,18,7/5/2018,73,1990,IL
Yolanda,Martin,10/10/1971,13,10/5/2018,34,1998,HI
Krista,Huang,3/4/1963,4,1/9/2018,88,1970,GA
Chase,Hawkins,1/5/1963,11,3/12/2018,86,1987,IA
Kelsey,Greer,7/19/1967,5,11/4/2018,87,1996,SC
John,Stewart,6/15/1964,12,6/18/2018,35,2011,NV
Haley,Guzman,2/6/1971,15,3/17/2018,87,1972,SC
Kirsten,Moore,11/30/1968,13,2/8/2018,31,1990,KS
Christine,Coleman,8/10/1959,17,6/29/2018,93,2007,GA
Amanda,Rollins,2/13/1995,16,3/28/2018,57,2015,OR
Michele,Khan,3/23/1969,1,1/13/2018,98,1985,CT
Rhonda,Mathews,4/3/1973,1,4/8/2018,62,2008,ID
Stanley,Coleman,6/19/1980,8,4/9/2018,92,1970,LA
Dawn,Garcia,12/11/1974,9,12/5/2018,42,2000,IN
Sue,Miller,1/6/1971,18,8/1/2018,84,2003,CT
Michael,Brown,5/19/1994,14,3/30/2018,94,2004,NE
Alexa,Skinner,10/16/1967,8,5/23/2018,78,1990,IN
Sean,Thomas,1/12/1979,11,9/18/2018,70,1991,NE
Rachel,Palmer,8/8/1994,3,3/26/2018,97,1995,NH
Rebecca,Christensen,11/29/1988,12,11/13/2018,59,1998,NC
Kathleen,Martin,8/28/1969,5,10/26/2018,75,1972,SD
Andre,Santiago,2/23/1997,14,10/1/2018,78,1975,IL
Bridget,Richards,9/10/1973,6,12/12/2018,62,1979,NY
Lynn,Parker,6/24/1966,2,10/24/2018,66,1978,NJ
Dwayne,Elliott,5/17/1973,9,1/22/2018,59,1990,DC
Christopher,Johnson,4/13/1987,9,10/14/2018,67,1970,WV
Stephanie,Caldwell,7/26/1962,8,6/16/2018,46,1972,UT
Yvonne,Johnson,10/8/1993,17,6/19/2018,49,1977,ME
